Gene	NGr1	NGr2	NGr3	349r1	349r2	349r3
gene-ECD_02464	1304	1341	1059	1114	1446	1638
gene-ECD_02465	5621	4964	4279	4219	7115	5737
gene-ECD_02466	5902	4647	4991	4587	7921	5654
gene-ECD_02467	1511	1707	1288	1292	2242	2073
gene-ECD_02468	571	717	649	501	808	655
gene-ECD_02469	228	266	199	211	307	294
gene-ECD_02470	2387	2481	2009	1968	2362	2702
gene-ECD_02471	370	373	338	312	398	457
gene-ECD_02472	66	94	75	90	65	147
gene-ECD_02473	1152	1389	1608	1426	1336	2502
gene-ECD_02474	1166	1301	1095	1124	1149	1589
gene-ECD_02475	1848	1342	1521	1551	1707	1689
gene-ECD_02476	553	332	525	443	576	422
gene-ECD_02477	582	630	476	518	674	797
gene-ECD_02478	8261	6346	7734	6694	13202	8477
gene-ECD_02479	4086	3875	3537	3041	5618	4861
gene-ECD_02480	322	283	263	240	289	361
gene-ECD_02481	1481	796	1244	797	1271	1050
gene-ECD_02482	76380	28937	50764	63391	60370	58377
gene-ECD_02483	842	836	735	658	907	1041
gene-ECD_02484	1138	1645	1088	1179	1366	1892
gene-ECD_02485	3058	4039	2649	2501	3444	4693
gene-ECD_02486	46184	26854	60729	48802	52786	34703
gene-ECD_02487	38	17	33	35	44	15
gene-ECD_02488	4011	3711	3420	3385	3239	4802
gene-ECD_02489	818	779	630	794	729	910
gene-ECD_02490	1226	1171	1133	1179	1133	1524
gene-ECD_02491	32	26	42	34	30	50
gene-ECD_02492	138	223	107	124	178	330
gene-ECD_02493	354	486	316	330	431	646
gene-ECD_02494	487	616	426	538	486	870
gene-ECD_02495	10095	5669	6090	8303	5329	6559
gene-ECD_02496	58589	27970	28089	40095	33741	40593
gene-ECD_02497	33864	15174	16451	24416	19913	24519
gene-ECD_02498	5902	2691	3407	5624	3430	4281
gene-ECD_02499	8154	6867	6580	6611	7390	8468
gene-ECD_02500	611	614	448	478	615	821
gene-ECD_02501	983	1205	934	878	1135	1262
gene-ECD_02502	6409	2913	3591	5971	3921	4964
gene-ECD_02503	2567	2672	2325	2286	2625	3184
gene-ECD_02504	1404	1162	1228	1127	1316	1395
gene-ECD_02505	667	633	638	725	637	1028
gene-ECD_02506	915	1031	632	758	1115	1449
gene-ECD_02507	792	714	786	843	829	920
gene-ECD_02508	3735	4052	3661	3667	3784	4827
gene-ECD_02509	5996	5311	5173	4734	5800	5807
gene-ECD_02510	236	292	249	229	448	304
gene-ECD_02511	146	276	194	208	208	340
gene-ECD_02512	142	191	148	138	200	295
gene-ECD_02513	7	9	2	2	4	6
gene-ECD_02514	0	0	3	0	0	0
gene-ECD_02515	392	423	403	370	436	578
gene-ECD_02516	323	428	350	311	439	423
gene-ECD_02517	804	677	685	714	783	766
gene-ECD_02518	973	675	753	738	856	821
gene-ECD_02519	258	196	237	208	273	241
gene-ECD_02520	675	529	588	506	698	723
gene-ECD_02521	411	366	511	401	457	388
gene-ECD_02522	13	17	23	17	15	24
gene-ECD_02523	31	42	34	58	48	55
gene-ECD_02524	566	597	526	535	642	656
gene-ECD_02525	62	72	51	44	56	65
gene-ECD_02526	380	326	327	363	385	421
gene-ECD_02527	95	99	78	81	109	123
gene-ECD_02528	124	97	128	117	118	140
gene-ECD_02529	34	9	11	25	25	19
gene-ECD_02530	87	36	48	66	101	49
gene-ECD_02531	489	240	244	402	482	325
gene-ECD_02532	265	102	110	208	226	176
gene-ECD_02533	4126	2465	2837	2571	2790	2961
gene-ECD_02534	2379	1378	1677	1656	1637	1750
gene-ECD_02535	12748	6793	8236	9274	7241	9342
gene-ECD_02536	311	345	289	288	277	422
gene-ECD_02537	2287	2041	1771	2014	2265	2889
gene-ECD_02538	629	750	527	599	730	1061
gene-ECD_02539	3049	2588	2482	2150	2719	3373
gene-ECD_02540	1110	1148	828	736	929	1050
gene-ECD_02541	1014	970	752	722	793	1069
gene-ECD_02542	8282	5192	6567	6041	6971	6304
gene-ECD_02543	8092	6725	5930	5170	6541	8425
gene-ECD_02544	587	783	512	502	617	778
gene-ECD_02545	516	463	460	527	461	633
gene-ECD_02546	3178	2803	2620	2963	2382	4096
gene-ECD_02547	17010	12373	11658	13670	12468	18007
gene-ECD_02548	161	155	127	125	184	245
gene-ECD_02549	9769	7121	7810	8523	7671	10356
gene-ECD_02550	519	239	276	345	361	442
gene-ECD_02551	430	409	362	350	402	483
gene-ECD_02552	2220	2320	2636	1780	3412	2663
gene-ECD_02553	1930	2014	2308	1402	3154	2035
gene-ECD_02554	287	334	402	212	497	363
gene-ECD_02555	846	1067	1149	622	1367	1112
gene-ECD_02556	508	580	548	340	824	597
gene-ECD_02557	1483	1327	1348	1225	2237	1723
gene-ECD_02558	1111	907	1084	811	1747	975
gene-ECD_02559	937	583	760	713	992	741
gene-ECD_02560	173	236	202	185	236	332
gene-ECD_02561	81	80	100	70	106	108
gene-ECD_02562	303	276	276	255	381	329
gene-ECD_02563	78	107	90	56	94	145
gene-ECD_02564	469	562	514	410	607	649
gene-ECD_02565	181	172	169	186	256	213
gene-ECD_02566	354	369	371	286	406	392
gene-ECD_02567	514	370	512	432	720	439
gene-ECD_02568	84	60	53	66	56	76
gene-ECD_02569	87	62	74	69	75	84
gene-ECD_02570	68	53	52	58	74	69
gene-ECD_02571	153	112	130	106	123	134
gene-ECD_02572	41	34	37	30	38	54
gene-ECD_02573	115	98	106	91	124	119
gene-ECD_02574	17	12	20	13	15	11
gene-ECD_02575	7	8	5	6	13	12
gene-ECD_02576	29	25	29	39	40	62
gene-ECD_02577	233	218	247	170	339	258
gene-ECD_02578	76	59	43	52	107	62
gene-ECD_02579	343	304	323	262	480	385
gene-ECD_02580	270	248	220	196	285	254
gene-ECD_02581	449	524	425	360	519	670
gene-ECD_02582	52	43	49	60	53	48
gene-ECD_02583	1914	1542	1442	1347	1731	1685
gene-ECD_02584	44	42	30	26	50	45
gene-ECD_02585	1517	851	1449	1219	1611	1077
gene-ECD_02586	260	238	250	188	258	305
gene-ECD_02587	595	607	540	474	680	705
gene-ECD_02588	225	225	212	181	231	303
gene-ECD_02589	361	318	328	303	406	340
gene-ECD_02590	107	117	92	102	140	142
gene-ECD_02591	6745	5079	5723	4991	6933	6543
gene-ECD_02592	7061	5604	6153	5900	6655	7622
gene-ECD_02593	707	678	590	584	746	854
gene-ECD_02594	2819	2432	2245	2253	3137	3367
gene-ECD_02595	2486	2168	1877	2202	2371	2827
gene-ECD_02596	915	685	600	711	872	959
gene-ECD_02597	636	733	524	493	705	769
gene-ECD_02598	656	700	485	508	662	792
gene-ECD_02599	537	363	380	420	419	482
gene-ECD_02600	505	164	210	312	323	193
gene-ECD_02601	2959	880	1344	2028	1749	1107
gene-ECD_02602	862	265	398	700	592	330
gene-ECD_02603	168	172	121	159	164	250
gene-ECD_02604	0	0	0	0	0	0
gene-ECD_02607	2113	589	896	1444	840	760
gene-ECD_02608	2836	671	1051	1810	1390	772
gene-ECD_02609	961	433	645	812	932	484
gene-ECD_02610	57	56	63	63	49	88
gene-ECD_02611	488	418	465	468	657	640
gene-ECD_02612	40	46	41	26	80	57
gene-ECD_02613	237	196	209	167	259	285
gene-ECD_02614	64	55	63	63	80	59
gene-ECD_02615	49	35	24	38	31	40
gene-ECD_02616	18	15	27	13	17	26
gene-ECD_02617	32	31	37	40	33	46
gene-ECD_02618	12	10	13	7	20	10
gene-ECD_02619	41	31	24	31	42	54
gene-ECD_02620	136	90	111	100	145	141
gene-ECD_02621	32	18	17	15	22	24
gene-ECD_02622	409	416	401	444	348	485
gene-ECD_02623	39	31	26	38	44	57
gene-ECD_02624	103250	73507	84693	82478	89346	104296
gene-ECD_02625	14227	14158	11089	11577	13313	17904
gene-ECD_02626	2147	2415	1884	1810	2168	3122
gene-ECD_02627	393	416	435	467	465	560
gene-ECD_02628	508	471	456	489	521	612
gene-ECD_02629	10578	10361	9370	8462	11195	12679
gene-ECD_02630	1937	1417	1614	1608	1865	1789
gene-ECD_02631	1258	1162	1021	1041	1295	1230
gene-ECD_02632	711	488	597	532	652	644
gene-ECD_02633	226	194	218	191	246	269
gene-ECD_02634	90	69	51	77	101	99
gene-ECD_02635	1132	967	1305	1067	1456	1090
gene-ECD_02636	168	144	133	151	128	177
gene-ECD_02637	24	20	13	17	19	36
gene-ECD_02638	969	815	775	856	850	1068
gene-ECD_02639	1588	1652	1359	1331	1670	2258
gene-ECD_02640	30203	23889	26729	24150	35090	29183
gene-ECD_02641	5487	2882	3119	4675	3711	3892
gene-ECD_02642	3043	1529	1740	2442	2071	1882
gene-ECD_02643	636	485	578	575	753	681
gene-ECD_02644	149	166	135	159	179	192
gene-ECD_02646	2	1	0	0	0	1
gene-ECD_02647	0	0	0	1	1	0
gene-ECD_02648	439	398	356	383	521	509
gene-ECD_02649	452	341	508	293	523	346
gene-ECD_02650	626	408	680	401	848	415
gene-ECD_02651	232	146	285	120	611	150
gene-ECD_02652	1058	642	1234	601	3139	588
gene-ECD_02653	2628	1788	3292	1313	4854	1345
gene-ECD_02654	1115	744	1149	518	1405	563
gene-ECD_02655	1423	821	1296	974	1432	1119
gene-ECD_02656	1436	1046	1385	952	2491	1293
gene-ECD_02657	991	1001	855	757	1068	1181
gene-ECD_02658	139	143	131	111	158	205
gene-ECD_02659	294	337	296	304	308	353
gene-ECD_02660	189	301	143	188	142	404
gene-ECD_02661	3133	3111	2390	2698	2930	3426
gene-ECD_02662	1929	1932	1386	1505	1926	2466
gene-ECD_02663	820	834	692	664	765	866
gene-ECD_02664	885	940	767	760	886	1104
gene-ECD_02665	1212	860	855	922	1093	1077
gene-ECD_02666	1577	1254	1306	1235	1441	1538
gene-ECD_02667	1846	1179	1216	1452	1325	1612
gene-ECD_02668	3949	3812	2771	3424	3234	4385
gene-ECD_02669	3338	2648	2277	2725	2700	3485
gene-ECD_02670	3261	2890	2555	2621	2940	3386
gene-ECD_02671	145	160	106	125	160	179
gene-ECD_02672	29	40	43	43	56	54
gene-ECD_02673	44	53	54	43	61	60
gene-ECD_02674	12	25	12	7	12	44
gene-ECD_02675	3829	5002	3371	3261	4070	6423
gene-ECD_02676	1939	2432	1667	1753	2122	2947
gene-ECD_02677	10039	9622	7868	7968	10998	11080
gene-ECD_02678	2481	2455	2174	2253	2505	3024
gene-ECD_02679	444	392	384	405	412	547
gene-ECD_02680	285	295	235	243	321	365
gene-ECD_02681	76	60	65	100	95	87
gene-ECD_02682	4358	2960	3365	3194	3833	4007
gene-ECD_02683	511	542	346	411	460	678
gene-ECD_02684	1076	888	766	801	967	1072
gene-ECD_02685	9111	6798	7853	7952	9202	9216
gene-ECD_02686	2145	1678	1777	1676	2240	2403
gene-ECD_02687	681	498	609	556	561	594
gene-ECD_02688	168	205	201	183	211	263
gene-ECD_02689	338	346	288	323	460	511
gene-ECD_02691	739	270	433	235	344	283
gene-ECD_02692	977	474	858	676	1442	622
gene-ECD_02693	318	312	252	246	304	408
gene-ECD_02694	12	6	8	11	7	16
gene-ECD_02695	7	1	3	6	4	1
gene-ECD_02696	0	0	0	0	0	0
gene-ECD_02697	9	10	7	5	2	16
gene-ECD_02698	712	805	776	677	726	950
gene-ECD_02699	459	331	405	324	697	419
gene-ECD_02700	162	100	146	101	175	139
gene-ECD_02701	98	58	87	77	124	74
gene-ECD_02702	2803	1629	2480	2441	4277	2720
gene-ECD_02703	41	35	20	28	39	59
gene-ECD_02704	103	96	84	72	110	110
gene-ECD_02705	267	197	212	178	238	220
gene-ECD_02706	92	100	76	76	116	113
gene-ECD_02707	166	166	208	178	191	200
gene-ECD_02708	202	168	227	156	366	245
gene-ECD_02709	180	101	183	167	313	204
gene-ECD_02710	148	70	142	146	165	128
gene-ECD_02711	287	184	242	236	276	241
gene-ECD_02712	48	66	46	34	62	59
gene-ECD_02713	63	67	65	47	65	67
gene-ECD_02714	517	465	476	446	568	683
gene-ECD_02715	48	35	35	47	41	65
gene-ECD_02716	343	280	262	253	346	358
gene-ECD_02717	246	211	232	197	262	246
gene-ECD_02718	75	63	59	61	75	89
gene-ECD_02719	112	118	118	102	148	148
gene-ECD_02720	22	23	17	15	28	23
gene-ECD_02721	1282	840	1060	890	940	974
gene-ECD_02722	7762	7082	6004	6097	5865	8150
gene-ECD_02723	4343	4676	3161	3435	3961	5137
gene-ECD_02724	2757	2865	2160	2087	2723	3338
gene-ECD_02725	1930	1925	1663	1715	1715	2393
gene-ECD_02726	1769	1787	1362	1464	1768	2050
gene-ECD_02727	2755	2501	2610	2369	2653	3118
gene-ECD_02728	3263	3116	3018	2816	3785	4447
gene-ECD_02729	316	260	339	360	289	371
gene-ECD_02730	4914	3798	4745	4343	4661	4375
gene-ECD_02731	4599	2761	4219	4083	5291	3333
gene-ECD_02732	377	365	425	516	419	573
gene-ECD_02733	3551	2983	3016	2995	2910	3397
gene-ECD_02734	677	857	614	590	737	1068
gene-ECD_02735	41201	40267	36574	32380	45675	42215
gene-ECD_02736	8023	6726	7802	7281	8365	7873
gene-ECD_02737	19818	16689	16761	15111	21817	19337
gene-ECD_02738	3478	3660	2836	2902	3432	4031
gene-ECD_02739	4175	3677	3098	3316	3749	4579
gene-ECD_02740	16679	12888	12535	12814	13957	16266
gene-ECD_02741	3467	3579	2953	3465	3082	4912
gene-ECD_02742	1009	1352	1056	1158	1203	1741
gene-ECD_02743	2515	2869	2315	2463	2629	3524
gene-ECD_02744	7515	6045	6431	6217	5375	8294
gene-ECD_02745	6523	4227	5591	5176	5719	5692
gene-ECD_02746	17	22	26	23	24	20
gene-ECD_02747	1458	926	1288	1151	1400	1087
gene-ECD_02748	371	403	302	336	422	427
gene-ECD_02749	74	64	43	45	52	97
gene-ECD_02750	125	109	110	113	105	123
gene-ECD_02751	198	209	186	169	252	243
gene-ECD_02752	287	214	220	272	307	308
gene-ECD_02753	2056	1442	1767	1540	1866	1684
gene-ECD_02754	265	205	211	206	193	307
gene-ECD_02755	6675	2813	4460	4656	4019	4683
gene-ECD_02756	66890	57166	56593	51227	61665	66828
gene-ECD_02757	52136	46579	44457	42294	49119	59503
gene-ECD_02758	6041	6851	4520	5582	6580	7759
gene-ECD_02759	350	510	371	367	421	537
gene-ECD_02760	361	377	296	321	351	425
gene-ECD_02761	33	29	31	25	38	42
gene-ECD_02762	31	28	30	34	28	47
gene-ECD_02763	11	17	3	13	10	17
gene-ECD_02764	9	3	3	5	8	10
gene-ECD_02765	56261	38282	38760	42177	41497	49808
gene-ECD_02766	3820	2411	3230	3101	3890	3070
gene-ECD_02767	3117	2212	2236	2504	2884	2787
gene-ECD_02768	8019	6662	5748	6494	7760	8793
gene-ECD_02769	141	109	133	127	183	194
gene-ECD_02770	520	545	497	650	672	861
gene-ECD_02771	9	12	16	18	9	20
gene-ECD_02772	13256	7148	9194	10166	9171	10442
gene-ECD_02773	45902	52807	51654	40135	70792	71941
gene-ECD_02774	333	667	420	304	618	687
gene-ECD_02775	77	114	90	87	150	135
gene-ECD_02776	1705	1912	1487	1564	1671	2133
gene-ECD_02777	7142	6856	6714	5303	6709	7164
gene-ECD_02778	1781	2001	1635	1374	1727	2051
gene-ECD_02779	1263	1332	1030	994	1208	1387
gene-ECD_02780	253	410	219	175	300	388
gene-ECD_02781	417	355	348	404	410	484
gene-ECD_02782	672	600	562	519	557	651
gene-ECD_02783	349	414	303	241	334	349
gene-ECD_02784	743	745	480	577	624	733
gene-ECD_02785	843	945	686	722	845	1061
gene-ECD_02786	40	55	36	37	50	58
gene-ECD_02787	588	518	745	486	986	655
gene-ECD_02788	559	486	438	458	553	591
gene-ECD_02789	593	529	565	590	560	702
gene-ECD_02790	340	304	267	332	298	415
gene-ECD_02791	530	545	381	467	545	620
gene-ECD_02792	215	238	215	211	199	204
gene-ECD_02793	688	711	567	528	725	778
gene-ECD_02794	1539	1049	1272	1216	1972	1955
gene-ECD_02795	779	773	598	702	718	903
gene-ECD_02796	389	285	303	318	320	360
gene-ECD_02797	890	733	783	864	842	998
gene-ECD_02798	3721	2239	2599	2787	3100	2899
gene-ECD_02811	40	54	51	30	59	62
gene-ECD_02812	446	461	516	511	557	615
gene-ECD_02813	1	3	2	1	3	2
gene-ECD_02814	1006	519	561	876	749	914
gene-ECD_02815	390	450	314	384	417	619
gene-ECD_02816	1752	1060	849	1387	1148	1654
gene-ECD_02817	2818	1144	1461	2124	1654	1574
gene-ECD_02818	3121	1852	1682	2388	2195	2646
gene-ECD_02819	1729	1827	1405	1513	1847	2634
gene-ECD_02820	1569	1316	1117	1505	1475	2239
gene-ECD_02821	591	510	503	749	585	853
gene-ECD_02822	393	223	231	320	346	264
gene-ECD_02823	86	54	71	74	94	81
gene-ECD_02824	0	0	0	0	0	0
gene-ECD_02825	12162	6993	8482	10409	10975	8126
gene-ECD_02826	12990	6340	7132	11225	7993	9820
gene-ECD_02827	1031	415	499	904	802	673
gene-ECD_02828	308	180	133	243	218	259
gene-ECD_02829	34	47	28	27	45	31
gene-ECD_02831	56	66	44	64	68	73
gene-ECD_02832	45	37	39	57	50	48
gene-ECD_02833	31	23	26	29	27	31
gene-ECD_02834	90	57	57	99	79	91
gene-ECD_02835	109	55	63	104	61	80
gene-ECD_02836	34	29	22	26	32	36
gene-ECD_02837	96	64	59	83	64	67
gene-ECD_02838	111	78	74	114	91	112
gene-ECD_02839	21	17	5	22	23	23
gene-ECD_02840	13	11	2	10	12	24
gene-ECD_02841	49	45	38	65	53	60
gene-ECD_02842	1583	1047	916	1526	1511	1713
gene-ECD_02843	21	11	15	9	16	14
gene-ECD_02844	1253	826	962	905	1132	967
gene-ECD_02845	184	122	132	158	181	206
gene-ECD_02846	152	155	152	134	236	162
gene-ECD_02847	50	42	29	40	41	48
gene-ECD_02848	68	48	48	55	77	66
gene-ECD_02849	192	98	236	125	234	123
gene-ECD_02850	37	31	39	28	58	46
gene-ECD_02851	117	99	90	99	108	110
gene-ECD_02852	10	21	3	8	6	14
gene-ECD_02853	4	0	3	3	6	7
gene-ECD_02854	83	66	69	68	75	83
gene-ECD_02855	134	108	100	116	128	123
gene-ECD_02856	45	57	67	57	62	60
gene-ECD_02857	13	18	14	12	18	22
gene-ECD_02858	33	33	36	27	26	39
gene-ECD_02859	32	23	24	18	20	31
gene-ECD_02860	12	6	4	14	15	9
gene-ECD_02861	4	6	10	10	9	14
gene-ECD_02862	4	9	8	6	6	6
gene-ECD_02863	14	17	16	20	17	23
gene-ECD_02864	6174	5802	5448	4951	7098	7704
gene-ECD_02865	1694	1422	1528	1414	1872	1864
gene-ECD_02866	272	264	289	244	306	321
gene-ECD_02867	364	298	252	303	300	390
gene-ECD_02868	819	518	603	606	522	677
gene-ECD_02869	2630	1880	1952	2065	2229	2436
gene-ECD_02870	10563	8350	8163	7826	8597	11425
gene-ECD_02871	1567	1428	1370	1233	1616	1932
gene-ECD_02872	3839	4281	3970	3445	4147	5624
gene-ECD_02873	10151	8443	9907	9079	9963	11232
gene-ECD_02874	825	700	861	855	694	752
gene-ECD_02875	158	154	184	168	151	158
gene-ECD_02876	4134	2324	4008	3216	4346	3303
gene-ECD_02877	1340	987	1124	1048	1321	1514
gene-ECD_02878	184	126	199	143	190	179
gene-ECD_02879	247	116	90	194	250	154
gene-ECD_02880	309	156	116	224	242	230
gene-ECD_02881	1554	1142	1094	1237	1406	1608
gene-ECD_02882	1788	1431	1413	1680	1672	1846
gene-ECD_02883	514	337	371	369	446	419
gene-ECD_02884	6185	4846	5739	4503	6971	5863
gene-ECD_02885	2293	1859	2265	1848	2643	1999
gene-ECD_02886	52	64	52	46	70	62
gene-ECD_02887	26	29	12	25	22	42
gene-ECD_02888	2492	3138	1864	2187	2316	3683
gene-ECD_02889	2655	2394	2147	2260	2627	2920
gene-ECD_02890	875	1009	652	737	918	1280
gene-ECD_02891	2718	2510	2038	2078	2341	2856
gene-ECD_02892	801	685	787	595	1117	843
gene-ECD_02893	340	143	217	286	296	230
gene-ECD_02894	105	55	102	102	117	99
gene-ECD_02895	338	338	305	318	276	350
gene-ECD_02896	2442	1909	2596	2246	2290	1867
gene-ECD_02897	261	184	219	243	224	229
gene-ECD_02898	851	602	677	572	805	780
gene-ECD_02899	15	6	3	6	8	2
gene-ECD_02900	737	645	606	468	571	693
gene-ECD_02901	3184	3124	3915	3495	3259	3562
gene-ECD_02902	3980	4174	3301	3220	4596	4702
gene-ECD_02903	1232	1027	882	1012	1452	1517
gene-ECD_02904	4263	3216	3845	3827	4685	3971
gene-ECD_02905	745	660	487	569	862	908
gene-ECD_02906	621	754	548	546	663	818
gene-ECD_02907	18598	14199	13634	13026	15507	18444
gene-ECD_02908	187	240	173	137	144	243
gene-ECD_02909	8286	6707	6258	6310	7892	8313
gene-ECD_02910	4562	4910	4202	3759	4893	5480
gene-ECD_02911	668	754	604	412	636	835
gene-ECD_02912	2095	1277	1742	1680	1926	2018
gene-ECD_02913	5879	3974	5029	5190	5312	6061
gene-ECD_02914	536	1051	649	648	604	1142
gene-ECD_02915	17	12	18	19	16	13
gene-ECD_02916	21	28	21	17	15	34
gene-ECD_02917	9	5	9	7	15	9
gene-ECD_02918	145	27	116	90	104	30
gene-ECD_02919	130	23	119	97	112	85
gene-ECD_02920	212	82	142	161	94	109
gene-ECD_02921	248	181	214	198	188	220
gene-ECD_02922	5139	3723	3993	4163	4383	4623
gene-ECD_02923	5840	5403	5000	5099	5444	6440
gene-ECD_02924	2769	2156	2126	2146	2263	2764
gene-ECD_02925	570	509	447	461	748	499
gene-ECD_02926	2371	2135	1932	1750	2603	2368
gene-ECD_02927	1807	1684	1506	1621	1657	2272
gene-ECD_02928	36	36	32	41	53	64
gene-ECD_02929	588	503	506	471	517	677
gene-ECD_02930	78	53	50	42	87	92
gene-ECD_02931	24	22	17	21	27	16
gene-ECD_02932	13	7	5	7	17	12
gene-ECD_02933	102	100	75	74	75	97
gene-ECD_02934	794	604	567	671	675	792
gene-ECD_02935	430	414	460	619	401	597
gene-ECD_02936	1339	1821	958	1112	1430	1723
gene-ECD_02937	9513	5359	5494	7162	6423	7497
gene-ECD_02938	2350	1872	2190	1944	2571	2337
gene-ECD_02939	222	114	131	197	212	151
gene-ECD_02940	1069	956	1205	1051	1118	846
gene-ECD_02941	449	357	498	409	442	395
gene-ECD_02942	352	338	385	293	479	343
gene-ECD_02943	44	44	42	42	63	47
gene-ECD_02944	727	642	696	635	716	712
gene-ECD_02945	227	181	190	168	259	244
gene-ECD_02946	16	20	14	14	15	21
gene-ECD_02947	18	18	23	18	22	9
gene-ECD_02948	23	25	30	26	23	23
gene-ECD_02949	104	75	70	86	97	111
gene-ECD_02950	854	559	914	698	1177	685
gene-ECD_02951	149	142	149	114	174	126
gene-ECD_02952	23	29	25	38	29	63
gene-ECD_02953	278	373	284	276	280	384
gene-ECD_02954	361	290	343	341	379	345
gene-ECD_02955	50	53	49	56	51	87
gene-ECD_02956	4596	2743	4180	4670	4613	3806
gene-ECD_02957	87	101	49	76	76	113
gene-ECD_02958	701	696	789	466	952	851
gene-ECD_02959	143	90	120	60	76	85
gene-ECD_02960	6374	2211	4674	498	852	493
gene-ECD_02961	12114	4146	9738	874	1304	754
gene-ECD_02962	2478	1028	2263	194	350	216
gene-ECD_02963	6841	5488	5758	4146	4987	4601
gene-ECD_02964	645	674	543	622	606	932
gene-ECD_02965	248	300	224	232	282	315
gene-ECD_02966	2004	1594	1685	1811	1866	2162
gene-ECD_02967	944	765	1020	864	946	854
gene-ECD_02968	901	569	821	651	890	695
gene-ECD_02969	598	442	556	444	623	508
gene-ECD_02970	141	156	111	94	104	156
gene-ECD_02971	436	343	365	310	354	411
gene-ECD_02972	530	495	636	561	737	631
gene-ECD_02973	8	7	8	3	19	11
gene-ECD_02974	556	515	495	487	552	687
gene-ECD_02975	1444	697	1101	354	373	359
gene-ECD_02976	311	221	297	149	175	150
gene-ECD_02977	627	509	522	522	593	613
gene-ECD_02978	155	163	152	143	208	230
gene-ECD_02979	125	116	158	122	142	146
gene-ECD_02980	98	66	92	59	106	84
gene-ECD_02981	375	245	390	260	505	330
gene-ECD_02982	245	70	156	98	395	85
gene-ECD_02983	628	214	380	373	1271	279
gene-ECD_02984	539	171	388	342	2228	232
gene-ECD_02985	429	129	347	395	1091	269
gene-ECD_02986	0	1	0	1	0	2
gene-ECD_02987	6	4	6	5	7	9
gene-ECD_02988	10	8	8	9	9	10
gene-ECD_02989	1973	1829	1620	1636	1269	1670
gene-ECD_02990	3025	2452	2358	2224	2200	2969
gene-ECD_02991	3083	1880	1879	2300	1490	2683
gene-ECD_02992	2427	619	1329	1834	1027	1092
gene-ECD_02993	2809	1022	1858	1939	1527	1663
gene-ECD_02994	268	209	237	260	372	343
gene-ECD_02995	589	492	491	544	700	698
gene-ECD_02996	753	524	642	575	699	731
gene-ECD_02997	162	112	152	120	198	129
gene-ECD_02998	75	40	63	54	88	55
gene-ECD_02999	92	59	81	72	107	78
gene-ECD_03000	114	72	101	89	155	100
gene-ECD_03001	137	142	141	125	169	149
gene-ECD_03002	333	291	315	267	367	314
gene-ECD_03003	183	190	213	196	265	219
gene-ECD_03004	65	53	40	62	66	72
gene-ECD_03005	18	2	10	6	6	9
gene-ECD_03006	12	4	9	11	13	11
gene-ECD_03007	21	10	14	21	7	21
gene-ECD_03008	10	7	9	8	14	12
gene-ECD_03009	95	71	65	77	81	111
gene-ECD_03010	8	4	9	5	7	8
gene-ECD_03011	304	284	288	261	330	366
gene-ECD_03012	606	776	488	553	611	858
gene-ECD_03013	2137	2606	1892	1929	2375	3174
gene-ECD_03014	3386	2687	2560	2587	3309	3323
gene-ECD_03015	544	561	417	548	487	609
gene-ECD_03016	2501	1534	1552	1965	2156	2400
gene-ECD_03017	2998	1717	2162	2360	2334	2390
gene-ECD_03018	678	595	635	586	647	766
gene-ECD_03019	344	275	305	335	384	420
gene-ECD_03020	212	268	209	198	303	329
gene-ECD_03021	207	201	192	197	236	264
gene-ECD_03022	977	859	704	664	1165	937
gene-ECD_03023	2121	1736	2050	1669	2613	2011
gene-ECD_03024	4609	2918	3361	3133	5712	4536
gene-ECD_03025	39	41	39	32	52	71
gene-ECD_03026	54	74	78	68	69	68
gene-ECD_03027	4690	3608	4318	2867	3101	3506
gene-ECD_03028	1524	1461	1436	1106	1206	1435
gene-ECD_03029	5731	9911	4326	5604	5187	12111
gene-ECD_03030	29848	29382	24269	24295	31939	38474
gene-ECD_03031	40199	37234	32728	35549	34437	47173
gene-ECD_03032	10097	7760	9570	12328	7946	10985
gene-ECD_03033	5881	2967	3014	4294	3212	4530
gene-ECD_03034	1996	1126	1163	1738	1043	1601
gene-ECD_03035	48781	26881	25384	37400	25020	38182
gene-ECD_03036	11251	10548	7099	9262	7931	12451
gene-ECD_03037	1299	1540	1020	1165	1037	1711
gene-ECD_03038	7823	5420	6224	6564	6367	8424
gene-ECD_03039	85	103	65	65	84	133
gene-ECD_03040	1899	1982	1883	1821	1945	2309
gene-ECD_03041	6068	4280	5059	5144	5630	5877
gene-ECD_03042	963	797	647	882	749	1120
gene-ECD_03043	30085	22096	20573	24420	24145	29674
gene-ECD_03044	4272	4299	2940	3553	3795	5743
gene-ECD_03045	2260	2749	1951	1900	2282	3113
gene-ECD_03046	350	305	263	302	377	380
gene-ECD_03047	985	890	734	788	940	1022
gene-ECD_03048	1065	1184	884	979	878	1557
gene-ECD_03049	478	697	385	517	442	849
gene-ECD_03050	3446	3108	2957	3196	2828	3767
gene-ECD_03051	4881	3862	3073	5167	3938	6746
gene-ECD_03052	3162	2608	2961	2670	3045	3395
gene-ECD_03053	145	108	107	112	108	153
gene-ECD_03054	3098	2661	2201	2483	2567	3353
gene-ECD_03055	194	213	165	218	186	282
gene-ECD_03056	1318	839	976	1048	899	1205
gene-ECD_03057	3460	2320	2582	2708	2435	3115
gene-ECD_03058	1376	1097	1050	1096	979	1455
